codice_ente,ente_controllore,punto_prelievo,tipologia_punto_prelievo,indirizzo_punto_prelievo,comune_punto_prelievo,codice_comune,provincia_punto_prelievo,latitudine,longitudine,location,id_campione,macro_categoria_parametro,categoria_parametro,parametro,tipo_parametro,codice_parametro,risultato,unit_misura,esito,data_referto,anno_referto,indirizzo_di_georeferenziazione,frazione_punto_prelievo,valore_testuale,unita_di_misura_testuale,segno
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150279UM004","Punti rete","Via Mentana, Bollate","BOLLATE","015027","MILANO","45.5251076","9.1195692","POINT (9.1195692 45.5251076)","202006457-001","Chimico","Solventi alogenati","1,1-dicloroetilene","Indicatore","75-35-4","0.4","µg/l","Conforme","2020-06-08","2020","Via Mentana",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980319UC034","Punti rete","Viale Dante, Lodi","LODI","098031","LODI","45.31063","9.49874","POINT (9.49874 45.31063)","202005889-001","Fisico","durezza","durezza","Indicatore","20001","24.0","°","Conforme","2020-05-21","2020","VIALE DANTE ALIGHIERI,LODI",,"24","gradi",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015055XUR003","Punti rete","Via Puccini, Casarile","CASARILE","015055","MILANO","45.30991","9.10539","POINT (9.10539 45.30991)","202012248-001","Chimico","Anioni","nitrati","Normato",,"4.0","mg/l","Conforme","2020-09-21","2020","VIA GIACOMO PUCCINI,CASARILE",,"< 4","milligrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150619UM012","Punti rete","Via Pace, Cassinetta di Lugagnano","CASSINETTA DI LUGAGNANO","015061","MILANO","45.4254203","8.9095509","POINT (8.9095509 45.4254203)","202003221-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","476.0","µS/cm","Conforme","2020-03-16","2020","VIA PACE,CASSINETTA DI LUGAGNANO",,"476","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015110XUR002","Punti rete","CAVOUR - ARMADIETTO, Grezzago","GREZZAGO","015110","MILANO","45.59011","9.49363","POINT (9.49363 45.59011)","202005247-001","Fisico","durezza","durezza","Indicatore","20001","24.0","°","Conforme","2020-05-13","2020","CAVOUR GREZZAGO",,"24","gradi",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015221XUR053","Punti rete","VIAXXV APRILE, Trezzo sull'adda","TREZZO SULL'ADDA","015221","MILANO","45.6067353","9.5166157","POINT (9.5166157 45.6067353)","202004889-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","411.0","µS/cm","Conforme","2020-04-30","2020","VIA XXV APRILE,TREZZO SULL'ADDA",,"411","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150589UM001","Punti rete","Via Umberto I°, Casorezzo","CASOREZZO","015058","MILANO","45.5214","8.89854","POINT (8.89854 45.5214)","202003415-001","Chimico","Solventi alogenati","trialometani totali","Normato",,"0.48","µg/l","Conforme","2020-03-11","2020","VIA UMBERTO I,CASOREZZO",,"0.48","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151349UM002","Punti rete","Via Clerici, Marcallo con Casone","MARCALLO CON CASONE","015134","MILANO","45.48538","8.87058","POINT (8.87058 45.48538)","202014725-001","Chimico","Metalli","potassio","Indicatore","7440-09-7","1.4","mg/l","Conforme","2020-10-30","2020","VIA GIUSEPPE CLERICI,MARCALLO CON CASONE",,"1.4","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015002XRP003","Punti rete",,"ABBIATEGRASSO","015002","MILANO","45.39755","8.92011","POINT (8.92011 45.39755)","202016581-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","458.0","µS/cm","Conforme","2020-11-20","2020",,,"458","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980049UC005","Punti rete","Frazione Vigarolo, Borghetto Lodigiano","BORGHETTO LODIGIANO","098004","LODI","45.21465","9.46537","POINT (9.46537 45.21465)","202010857-001","Chimico","Anioni","nitrati","Normato",,"4.0","mg/l","Conforme","2020-08-10","2020","FRAZIONE VIGAROLO,BORGHETTO LODIGIANO",,"< 4","milligrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015016XUR012","Punti rete","DON CESANA (042 TR. + RETE DA POZZUOLO)","BELLINZAGO LOMBARDO","015016","MILANO","45.5399159","9.446279","POINT (9.446279 45.5399159)","202003919-001","Chimico","Anioni","nitrati","Normato",,"40.0","mg/l","Conforme","2020-03-30","2020","VIA DON AMBROGIO CESANA,42 TR.RETE DA POZZUOLO",,"40","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE098034XUR001","Punti rete","ARMADIETTO SAL - PIAZZETTA MARCONI","MAIRAGO","098034","LODI","45.2517","9.58015999","POINT (9.58015999 45.2517)","202007588-001","Chimico","Anioni","nitrati","Normato",,"4.0","mg/l","Conforme","2020-06-24","2020","PIAZZETTA GUGLIELMO MARCONI",,"< 4","milligrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0152099UM118","Punti rete","Via Podgora","SESTO SAN GIOVANNI","015209","MILANO","45.54195","9.23345","POINT (9.23345 45.54195)","202007854-001","Fisico","durezza","durezza","Indicatore","20001","34.0","°","Conforme","2020-06-30","2020","VIA PODGORA",,"34","gradi",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150589UM001","Punti rete","Via Umberto I°, Casorezzo","CASOREZZO","015058","MILANO","45.5214","8.89854","POINT (8.89854 45.5214)","202015980-001","Chimico","Metalli","potassio","Indicatore","7440-09-7","1.4","mg/l","Conforme","2020-11-26","2020","VIA UMBERTO I,CASOREZZO",,"1.4","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015205XUR109","Punti rete","NEGRI/RIMEMBRANZE MISC. TRATT. PRIMA DEL SERB.","SEGRATE","015205","MILANO","45.491","9.29499","POINT (9.29499 45.491)","202002810-001","Chimico","Anioni","solfato","Indicatore","14808-79-8","42.0","mg/l","Conforme","2020-03-05","2020","NEGRI/RIMEMBRANZE",,"42","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150779UM181","Punti rete","Via Ariosto","CINISELLO BALSAMO","015077","MILANO","45.55784","9.20654","POINT (9.20654 45.55784)","202006177-001","Chimico","Metalli","potassio","Indicatore","7440-09-7","1.4","mg/l","Conforme","2020-05-28","2020","VIA LUDOVICO ARIOSTO",,"1.4","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015230XUR072","Punti rete","FIUME TRATT.","VAPRIO D'ADDA","015230","MILANO","45.57672","9.52941","POINT (9.52941 45.57672)","202013309-001","Chimico","Metalli","magnesio","Indicatore","7439-95-4","14.0","mg/l","Conforme","2020-10-02","2020","FIUME TRATT.",,"14","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151579UM002","Punti rete","Via I° Maggio, Novate Milanese","NOVATE MILANESE","015157","MILANO","45.5306502","9.1308994","POINT (9.1308994 45.5306502)","202008968-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","464.0","µS/cm","Conforme","2020-07-28","2020","VIA I MAGGIO,NOVATE MILANESE",,"464","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0152069UM002","Punti rete","Via della Repubblica, Senago","SENAGO","015206","MILANO","45.5752585","9.1176125","POINT (9.1176125 45.5752585)","202006957-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","354.0","µS/cm","Conforme","2020-06-09","2020","VIA REPUBBLICA,SENAGO",,"354","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980339UR002","Punti rete","Via Roma/Fontanella, Maccastorna","MACCASTORNA","098033","LODI","45.1464653","9.8550426","POINT (9.8550426 45.1464653)","202006305-001","Chimico","Anioni","cloruro","Indicatore","16887-00-6","24.0","mg/l","Conforme","2020-06-03","2020","Via Roma",,"24","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980429UR001","Punti rete","Municipio, Orio Litta","ORIO LITTA","098042","LODI","45.15689889999999","9.5567929","POINT (9.5567929 45.15689889999999)","202006416-001","Chimico","Anioni","solfato","Indicatore","14808-79-8","4.0","mg/l","Conforme","2020-06-04","2020","Piazza Aldo Moro, 2",,"< 4","milligrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE098015XUR001","Punti rete","ARMADIETTO SAL - VIA MILANO","CASTIRAGA VIDARDO","098015","LODI","45.26235","9.39096999","POINT (9.39096999 45.26235)","202007218-001","Chimico","Anioni","nitrati","Normato",,"4.0","mg/l","Conforme","2020-06-15","2020","VIA MILANO",,"< 4","milligrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980319UC034","Punti rete","Viale Dante, Lodi","LODI","098031","LODI","45.31063","9.49874","POINT (9.49874 45.31063)","202005889-001","Chimico","Metalli","potassio","Indicatore","7440-09-7","2.4","mg/l","Conforme","2020-05-21","2020","VIALE DANTE ALIGHIERI,LODI",,"2.4","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151669UM002","Punti rete","Via Diaz, Paderno Dugnano","PADERNO DUGNANO","015166","MILANO","45.58145","9.15319","POINT (9.15319 45.58145)","202014865-001","Chimico","Solventi alogenati","1,1 dicloroetano","Indicatore",,"0.4","µg/l","Conforme","2020-10-16","2020","VIA GENERALE ARMANDO DIAZ","DUGNANO","0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151669UM005","Punti rete","Via Galli, Paderno Dugnano","PADERNO DUGNANO","015166","MILANO","45.58443","9.16921999","POINT (9.16921999 45.58443)","202010906-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","417.0","µS/cm","Conforme","2020-08-17","2020","VIA GUIDO GALLI","DUGNANO","417","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0152209UM023","Punti rete","Via Giotto, Trezzano sul Naviglio","TREZZANO SUL NAVIGLIO","015220","MILANO","45.4305679","9.0632323","POINT (9.0632323 45.4305679)","202013196-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","514.0","µS/cm","Conforme","2020-09-30","2020","VIA GIOTTO,TREZZANO SUL NAVIGLIO",,"514","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980509UC012","Punti rete","Via del Pescherone, Sant Angelo Lodigiano","SANT'ANGELO LODIGIANO","098050","LODI","45.24099","9.40446","POINT (9.40446 45.24099)","202006690-001","Chimico","Anioni","cloruro","Indicatore","16887-00-6","4.0","mg/l","Conforme","2020-06-05","2020","VIA PESCHERONE,SANT ANGELO LODIGIANO",,"< 4","milligrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980509UC013","Punti rete","Via Forze Armate, Sant Angelo Lodigiano","SANT'ANGELO LODIGIANO","098050","LODI","45.23836","9.41707","POINT (9.41707 45.23836)","202006688-001","Chimico","Anioni","cloruro","Indicatore","16887-00-6","4.0","mg/l","Conforme","2020-06-10","2020","VIA FORZE ARMATE,SANT ANGELO LODIGIANO",,"< 4","milligrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150859UM005","Punti rete","Via Oberdan, Corbetta","CORBETTA","015085","MILANO","45.4696661","8.9174036","POINT (8.9174036 45.4696661)","202006351-001","Chimico","Solventi alogenati","tetracloroetilene","Indicatore","127-18-4","1.4","µg/l","Conforme","2020-06-05","2020","VIA GUGLIELMO OBERDAN,CORBETTA",,"1.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150879UM001","Punti rete","Via Alessandro Manzoni, Cornaredo","CORNAREDO","015087","MILANO","45.4870141","9.0160004","POINT (9.0160004 45.4870141)","202003426-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","452.0","µS/cm","Conforme","2020-03-25","2020","VIA ALESSANDRO MANZONI,CORNAREDO",,"452","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151819UM001","Punti rete","Via Pietro Nenni, Rescaldina","RESCALDINA","015181","MILANO","45.6250054","8.9479736","POINT (8.9479736 45.6250054)","202007464-001","Chimico","Solventi alogenati","1,1,1-diclorofluoroetano (freon141)","Indicatore","1717-00-6","0.4","µg/l","Conforme","2020-06-16","2020","VIA PIETRO NENNI,RESCALDINA",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015230XUR072","Punti rete","FIUME TRATT.","VAPRIO D'ADDA","015230","MILANO","45.57672","9.52941","POINT (9.52941 45.57672)","202005881-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","449.0","µS/cm","Conforme","2020-06-08","2020","FIUME TRATT.",,"449","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151519UM001","Punti rete","Via Ada Negri, Motta Visconti","MOTTA VISCONTI","015151","MILANO","45.288283","8.9961603","POINT (8.9961603 45.288283)","202004334-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","403.0","µS/cm","Conforme","2020-04-21","2020","VIA ADA NEGRI,MOTTA VISCONTI",,"403","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015110XUR005","Punti rete","Amministrazione Comunale - P.zza Caduti, Grezzago","GREZZAGO","015110","MILANO","45.5772829","9.5314517","POINT (9.5314517 45.5772829)","202011830-001","Chimico","Anioni","nitrati","Normato",,"34.0","mg/l","Conforme","2020-09-07","2020","Piazza Caduti",,"34","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0152209UM067","Punti rete","Via Signorelli, Trezzano sul Naviglio","TREZZANO SUL NAVIGLIO","015220","MILANO","45.4231928","9.0521939","POINT (9.0521939 45.4231928)","202006194-001","Chimico","Solventi alogenati","tricloroetilene","Indicatore","79-01-6","2.4","µg/l","Conforme","2020-05-19","2020","VIA LUCA SIGNORELLI,TREZZANO SUL NAVIGLIO",,"2.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150779UM104","Punti rete","Via Canzio","CINISELLO BALSAMO","015077","MILANO","45.5462927","9.2187177","POINT (9.2187177 45.5462927)","202005762-001","Chimico","Metalli","calcio","Indicatore","7440-70-2","34.0","mg/l","Conforme","2020-05-27","2020","VIA STEFANO CANZIO",,"34","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980319UC033","Punti rete","Localita San Grato, Lodi","LODI","098031","LODI","45.32357","9.45886999","POINT (9.45886999 45.32357)","202011531-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","444.0","µS/cm","Conforme","2020-08-31","2020","FRAZIONE SAN GRATO,LODI",,"444","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150819UM106","Punti rete","Via Trento","COLOGNO MONZESE","015081","MILANO","45.5238","9.27805","POINT (9.27805 45.5238)","202009318-001","Fisico","pH","ph","Indicatore","12408-02-5","7.4",,"Conforme","2020-07-31","2020","VIA TRENTO",,"7.4","unita",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150779UM210","Punti rete","Via Settembrini","CINISELLO BALSAMO","015077","MILANO","45.57101","9.20895","POINT (9.20895 45.57101)","202012177-001","Chimico","Solventi alogenati","1,1,1-tricloroetano","Indicatore",,"0.4","µg/l","Conforme","2020-09-08","2020","VIA LUIGI SETTEMBRINI",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015230XUR072","Punti rete","FIUME TRATT.","VAPRIO D'ADDA","015230","MILANO","45.57672","9.52941","POINT (9.52941 45.57672)","202002645-001","Chimico","Solventi alogenati","trialometani totali","Normato",,"0.4","µg/l","Conforme","2020-03-04","2020","FIUME TRATT.",,"< 0.4","microgrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151769UM002","Punti rete","Via Giuseppe Garibaldi, Pogliano Milanese","POGLIANO MILANESE","015176","MILANO","45.5364523","8.9896576","POINT (8.9896576 45.5364523)","202003739-001","Chimico","Solventi alogenati","trialometani totali","Normato",,"0.4","µg/l","Conforme","2020-03-26","2020","VIA GIUSEPPE GARIBALDI,POGLIANO MILANESE",,"< 0.4","microgrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015016XUR012","Punti rete","DON CESANA (042 TR. + RETE DA POZZUOLO)","BELLINZAGO LOMBARDO","015016","MILANO","45.5399159","9.446279","POINT (9.446279 45.5399159)","202014271-001","Chimico","Solventi alogenati","dicloroetilene (cis)","Indicatore","156-59-2","0.4","µg/l","Conforme","2020-10-16","2020","VIA DON AMBROGIO CESANA,42 TR.RETE DA POZZUOLO",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015044XUR013","Punti rete","INDUSTRIE II 02 + RETE DA POZZUOLO","CAMBIAGO","015044","MILANO","45.57223","9.42195","POINT (9.42195 45.57223)","202016396-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","496.0","µS/cm","Conforme","2020-11-13","2020","INDUSTRIE II,2 RETE DA POZZUOLO",,"496","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150279UM004","Punti rete","Via Mentana, Bollate","BOLLATE","015027","MILANO","45.5251076","9.1195692","POINT (9.1195692 45.5251076)","202006457-001","Chimico","Solventi alogenati","1,1,1-tricloroetano","Indicatore",,"0.4","µg/l","Conforme","2020-06-08","2020","Via Mentana",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151039UM001","Punti rete","V.le Lombardia","GAGGIANO","015103","MILANO","45.40109","9.02418","POINT (9.02418 45.40109)","202007404-001","Chimico","Solventi alogenati","triclorofluorometano (r-11)","Indicatore",,"0.4","µg/l","Conforme","2020-06-12","2020","VIALE LOMBARDIA",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151059UM003","Punti rete","Via Kennedy, Garbagnate Milanese","GARBAGNATE MILANESE","015105","MILANO","45.56271","9.07806","POINT (9.07806 45.56271)","202005348-001","Chimico","Solventi alogenati","somma tetracloroetilene+tricloroetilene","Normato","CHM-TTC-0","0.64","µg/l","Conforme","2020-05-13","2020","VIA JOHN FITZGERALD KENNEDY,GARBAGNATE MILANESE",,"0.64","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980319UC036","Punti rete","Localita Faustina, Lodi","LODI","098031","LODI","45.3006973","9.5068693","POINT (9.5068693 45.3006973)","202004473-001","Chimico","Anioni","solfato","Indicatore","14808-79-8","4.0","mg/l","Conforme","2020-04-21","2020","Via Giuseppe Piermarini, 8",,"4","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150989UM011","Punti rete","Via Pedretti","CUSANO MILANINO","015098","MILANO","45.55295","9.17905","POINT (9.17905 45.55295)","202007557-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","624.0","µS/cm","Conforme","2020-07-02","2020","VIA ENRICO PEDRETTI",,"624","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0152099UM211","Punti rete","Via Gramsci","SESTO SAN GIOVANNI","015209","MILANO","45.54334","9.23989","POINT (9.23989 45.54334)","202004792-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","574.0","µS/cm","Conforme","2020-04-28","2020","VIALE ANTONIO GRAMSCI",,"574","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150119UM002","Punti rete","Via Di Vittorio, Assago","ASSAGO","015011","MILANO","45.4041964","9.1353983","POINT (9.1353983 45.4041964)","202014580-001","Chimico","Solventi alogenati","cloroformio","Indicatore",,"3.4","µg/l","Conforme","2020-10-30","2020","VIA GIUSEPPE DI VITTORIO,ASSAGO",,"3.4","microgrammi per litro",
