"bacino_idrografico","lago","corpo_idrico","provincia","comune","codice_comune","coord_x","coord_y","codice_stazione","descrizione_profondit","profondit","data_campionamento","parametro","valore_testuale","cas","wise","other","unita_di_misura","formula_parametro","unita_di_misura_testuale","segno","valore_numerico","anno"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","PFDA (Perfluoro Decanoic Acid)","<0,005","335-76-2",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","PFDoA (Perfluoro Dodecanoic Acid)","<0,01","307-55-1",,,"µg/l",,"microgrammi per litro","<","0.01","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","PFHpA (Perfluoro Heptanoic Acid)","<0,005","375-85-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","PFHxA (Perfluoro Hexanoic Acid)","<0,005","307-24-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","PFHxS (Perfluoro Hexane Sulfonate)","<0,005","355-46-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","PFNA (Perfluoro Nonanoic Acid)","<0,005","375-95-1",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","PFOA (Perfluoro Octanoic Acid)","<0,005","335-67-1",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","PFOS (Perfluoro Octane Sulfonate)","0,00043","1763-23-1",,,"µg/l",,"microgrammi per litro",,"0.00043","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","PFPeA (Perfluoro Pentanoic Acid)","<0,005","2706-90-3",,,"µg/l",,"microgrammi per litro","<","0.005","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","PFUdA (Perfluoro Undecanoic Acid)","<0,01","2058-94-8",,,"µg/l",,"microgrammi per litro","<","0.01","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","Piombo","<0,3","7439-92-1",,,"µg/l",,"microgrammi per litro","<","0.3","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","Rame","<2","7440-50-8",,,"µg/l",,"microgrammi per litro","<","2.0","2,021"
"Adda","GARLATE (LAGO)","IT03POADGALN1LO","LC","GARLATE","097038","531,673","5,073,980","POADGALN1lo1","Lago di Garlate_integrato_chimica","0,5 - 30","2021-11-23","Zinco","<20","7440-66-6",,,"µg/l",,"microgrammi per litro","<","20.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Alcalinità","0,296","71-52-3",,,"meq/l",,"millimoli per litro",,"0.296","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Azoto ammoniacale","0,04","14798-03-9",,,"mg/l","N","milligrammi per litro",,"0.04","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Azoto nitrico","<0,25","14797-55-8",,,"mg/l","N","milligrammi per litro","<","0.25","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Azoto nitroso","<0,02","14797-65-0",,,"mg/l","N","milligrammi per litro","<","0.02","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Azoto Totale","<1","17778-88-0",,,"mg/l","N","milligrammi per litro","<","1.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Calcio","6,5","7440-70-2",,,"mg/l",,"milligrammi per litro",,"6.5","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Cloruri","<1","16887-00-6",,,"mg/l","Cl","milligrammi per litro","<","1.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Conducibilità elettrica a 20°C","33",,"WISE 3142-01-6",,"µs/cm",,"conduttività ionica",,"33.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Durezza (totale)","21",,,"CASID20001","mg/l","CaCO3","milligrammi per litro",,"21.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Fluoruri","<300","16984-48-8",,,"µg/l",,"microgrammi per litro","<","300.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Magnesio","1,1","7439-95-4",,,"mg/l",,"milligrammi per litro",,"1.1","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Ortofosfato","7","14265-44-2",,,"µg/l","P","microgrammi per litro",,"7.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Ossigeno % di saturazione","79",,"WISE 3131-01-9",,"% sat.",,"percentuale saturazione",,"79.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Ossigeno disciolto","8,6","7782-44-7",,,"mg/l","O2","milligrammi per litro",,"8.6","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","pH","7,9","12408-02-5",,,"ph",,"potenziale di idrogeno",,"7.9","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Potassio","<1","7440-09-7",,,"mg/l",,"milligrammi per litro","<","1.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Silicati reattivi","1,4","1344-09-8",,,"mg/l","SiO2","milligrammi per litro",,"1.4","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Sodio","<1","7440-23-5",,,"mg/l",,"milligrammi per litro","<","1.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Solfati","3,9","14808-79-8",,,"mg/l","SO4","milligrammi per litro",,"3.9","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Temperatura acqua","11,8",,"WISE 3121-01-5",,"°c",,"gradi celsius",,"11.8","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Test Nitrati-Nitriti","0,0777286",,,"CHM-TEST-NITR","adimensionale",,"adimensionale",,"0.0777286","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-07-12","Trasparenza (disco di Secchi)","7",,,"CASID10062","m",,"metro",,"7.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Alcalinità","0,296","71-52-3",,,"meq/l",,"millimoli per litro",,"0.296","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Azoto ammoniacale","0,03","14798-03-9",,,"mg/l","N","milligrammi per litro",,"0.03","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Azoto nitrico","<0,25","14797-55-8",,,"mg/l","N","milligrammi per litro","<","0.25","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Azoto nitroso","<0,02","14797-65-0",,,"mg/l","N","milligrammi per litro","<","0.02","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Azoto Totale","<1","17778-88-0",,,"mg/l","N","milligrammi per litro","<","1.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Calcio","6,2","7440-70-2",,,"mg/l",,"milligrammi per litro",,"6.2","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Cloruri","<1","16887-00-6",,,"mg/l","Cl","milligrammi per litro","<","1.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Conducibilità elettrica a 20°C","32",,"WISE 3142-01-6",,"µs/cm",,"conduttività ionica",,"32.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Durezza (totale)","19",,,"CASID20001","mg/l","CaCO3","milligrammi per litro",,"19.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Fluoruri","<300","16984-48-8",,,"µg/l",,"microgrammi per litro","<","300.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Fosforo Totale","8","7723-14-0",,,"µg/l","P","microgrammi per litro",,"8.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Magnesio","<1","7439-95-4",,,"mg/l",,"milligrammi per litro","<","1.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Ortofosfato","<4","14265-44-2",,,"µg/l","P","microgrammi per litro","<","4.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Ossigeno % di saturazione","89",,"WISE 3131-01-9",,"% sat.",,"percentuale saturazione",,"89.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Ossigeno disciolto","10,4","7782-44-7",,,"mg/l","O2","milligrammi per litro",,"10.4","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","pH","7,8","12408-02-5",,,"ph",,"potenziale di idrogeno",,"7.8","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Potassio","<1","7440-09-7",,,"mg/l",,"milligrammi per litro","<","1.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Silicati reattivi","1,4","1344-09-8",,,"mg/l","SiO2","milligrammi per litro",,"1.4","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Sodio","<1","7440-23-5",,,"mg/l",,"milligrammi per litro","<","1.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Solfati","3,9","14808-79-8",,,"mg/l","SO4","milligrammi per litro",,"3.9","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Temperatura acqua","8,7",,"WISE 3121-01-5",,"°c",,"gradi celsius",,"8.7","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_limite zona eufotica","17","2021-07-12","Test Nitrati-Nitriti","0,0777286",,,"CHM-TEST-NITR","adimensionale",,"adimensionale",,"0.0777286","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Alcalinità","0,296","71-52-3",,,"meq/l",,"millimoli per litro",,"0.296","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Azoto ammoniacale","0,02","14798-03-9",,,"mg/l","N","milligrammi per litro",,"0.02","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Azoto nitrico","<0,25","14797-55-8",,,"mg/l","N","milligrammi per litro","<","0.25","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Azoto nitroso","<0,02","14797-65-0",,,"mg/l","N","milligrammi per litro","<","0.02","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Azoto Totale","<1","17778-88-0",,,"mg/l","N","milligrammi per litro","<","1.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Calcio","6,3","7440-70-2",,,"mg/l",,"milligrammi per litro",,"6.3","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Cloruri","<1","16887-00-6",,,"mg/l","Cl","milligrammi per litro","<","1.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Conducibilità elettrica a 20°C","31",,"WISE 3142-01-6",,"µs/cm",,"conduttività ionica",,"31.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Durezza (totale)","19",,,"CASID20001","mg/l","CaCO3","milligrammi per litro",,"19.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Fluoruri","<300","16984-48-8",,,"µg/l",,"microgrammi per litro","<","300.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Fosforo Totale","7","7723-14-0",,,"µg/l","P","microgrammi per litro",,"7.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Magnesio","<1","7439-95-4",,,"mg/l",,"milligrammi per litro","<","1.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Ortofosfato","<4","14265-44-2",,,"µg/l","P","microgrammi per litro","<","4.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Ossigeno % di saturazione","92",,"WISE 3131-01-9",,"% sat.",,"percentuale saturazione",,"92.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Ossigeno disciolto","10,8","7782-44-7",,,"mg/l","O2","milligrammi per litro",,"10.8","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","pH","7,8","12408-02-5",,,"ph",,"potenziale di idrogeno",,"7.8","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Potassio","<1","7440-09-7",,,"mg/l",,"milligrammi per litro","<","1.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Silicati reattivi","1,4","1344-09-8",,,"mg/l","SiO2","milligrammi per litro",,"1.4","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Sodio","<1","7440-23-5",,,"mg/l",,"milligrammi per litro","<","1.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Solfati","3,8","14808-79-8",,,"mg/l","SO4","milligrammi per litro",,"3.8","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Temperatura acqua","8,2",,"WISE 3121-01-5",,"°c",,"gradi celsius",,"8.2","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_fondo","22","2021-07-12","Test Nitrati-Nitriti","0,0777286",,,"CHM-TEST-NITR","adimensionale",,"adimensionale",,"0.0777286","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_strato integrato","0 - 17","2021-07-12","Clorofilla ""a""","1","479-61-8",,,"µg/l",,"microgrammi per litro",,"1.0","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-09-07","Alcalinità","0,346","71-52-3",,,"meq/l",,"millimoli per litro",,"0.346","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-09-07","Azoto ammoniacale","0,02","14798-03-9",,,"mg/l","N","milligrammi per litro",,"0.02","2,021"
"Adda","MONTESPLUGA (LAGO)","IT03POADMSLA1LO","SO","MADESIMO","014035","526,824","5,148,079","POADMSLA1lo1","Lago di Monte Spluga_superficie","0,5","2021-09-07","Azoto nitrico","0,26","14797-55-8",,,"mg/l","N","milligrammi per litro",,"0.26","2,021"
