"provincia","comune","codice_comune","codice_pp","data_di_campionamento","parametro","coord_est","coord_nord","standard_di_qualit_valore","valore_testuale","cas","wise","other","unita_di_misura","formula_parametro","unita_di_misura_testuale","segno","valore_numerico","anno"
"BG","ARZAGO D'ADDA","016013","PO0160130R0002","2019-11-25","TCEP (tris-2cloroetil-fosfato)","545,694","5,035,362",,"<0,02","115-96-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","ARZAGO D'ADDA","016013","PO0160130R0002","2019-11-25","Terbutrina","545,694","5,035,362",,"<0,02","886-50-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","ARZAGO D'ADDA","016013","PO0160130R0002","2019-11-25","Thiobencarb","545,694","5,035,362",,"<0,02","28249-77-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","ARZAGO D'ADDA","016013","PO0160130R0002","2019-11-25","Trifluralin","545,694","5,035,362",,"<0,02","1582-09-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","ARZAGO D'ADDA","016013","PO0160130R0002","2019-11-25","Rame","545,694","5,035,362",,"<2","7440-50-8",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Antimonio","552,407","5,057,621",,"<2","7440-36-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Nichel","552,407","5,057,621",,"<2","7440-02-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Piombo","552,407","5,057,621",,"<2","7439-92-1",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Selenio","552,407","5,057,621",,"2","7782-49-2",,,"µg/l",,"microgrammi per litro",,"2","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Vanadio","552,407","5,057,621",,"<20","7440-62-2",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Zinco","552,407","5,057,621",,"<20","7440-66-6",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Ione Ammonio (NH4+)","552,407","5,057,621",,"<25","14798-03-9",,,"µg/l",,"microgrammi per litro","<","25","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Solfati","552,407","5,057,621",,"21","14808-79-8",,,"mg/l","SO4","milligrammi per litro",,"21","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Cloruro di Vinile","552,407","5,057,621",,"<0,25","75-01-4",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Nitrobenzene","552,407","5,057,621",,"<2,5","98-95-3",,,"µg/l",,"microgrammi per litro","<","2,5","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Esaclorobenzene","552,407","5,057,621",,"<0,02","118-74-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Azoto organico","552,407","5,057,621",,"<2",,,"CHM-AZO-0","mg/l",,"milligrammi per litro","<","2","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Azoto Totale","552,407","5,057,621",,"2,5","17778-88-0",,,"mg/l","N","milligrammi per litro",,"2,5","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Durezza (totale)","552,407","5,057,621",,"219",,,"CASID20001","mg/l","CaCO3","milligrammi per litro",,"219","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Magnesio","552,407","5,057,621",,"12","7439-95-4",,,"mg/l",,"milligrammi per litro",,"12","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Alachlor","552,407","5,057,621",,"<0,02","15972-60-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Atrazina","552,407","5,057,621",,"<0,02","1912-24-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Metolachlor","552,407","5,057,621",,"<0,02","51218-45-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Molinate","552,407","5,057,621",,"<0,02","2212-67-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Simazina","552,407","5,057,621",,"<0,02","122-34-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Terbutilazina","552,407","5,057,621",,"<0,02","5915-41-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Terbutilazina desetil","552,407","5,057,621",,"<0,02","30125-63-4",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Benzene","552,407","5,057,621",,"<0,2","71-43-2",,,"µg/l",,"microgrammi per litro","<","0,2","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Chlorfenvinphos","552,407","5,057,621",,"<0,02","470-90-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Cianazina","552,407","5,057,621",,"<0,02","21725-46-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Clorpirifos","552,407","5,057,621",,"<0,02","2921-88-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Clorpirifos Metile","552,407","5,057,621",,"<0,02","5598-13-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Esazinone","552,407","5,057,621",,"<0,02","51235-04-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Flufenacet","552,407","5,057,621",,"<0,02","142459-58-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Metalaxyl","552,407","5,057,621",,"<0,02","57837-19-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Oxadiazon","552,407","5,057,621",,"<0,02","19666-30-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Oxadixyl","552,407","5,057,621",,"<0,02","77732-09-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Paration etile","552,407","5,057,621",,"<0,02","56-38-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Paration metile","552,407","5,057,621",,"<0,02","298-00-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Pendimetalin","552,407","5,057,621",,"<0,02","40487-42-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Pretilachlor","552,407","5,057,621",,"<0,02","51218-49-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Propazina","552,407","5,057,621",,"<0,02","139-40-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Secbutilazina","552,407","5,057,621",,"<0,02","7286-69-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","TCEP (tris-2cloroetil-fosfato)","552,407","5,057,621",,"<0,02","115-96-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Terbutrina","552,407","5,057,621",,"<0,02","886-50-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Thiobencarb","552,407","5,057,621",,"<0,02","28249-77-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-05-16","Trifluralin","552,407","5,057,621",,"<0,02","1582-09-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Antimonio","552,407","5,057,621",,"<2","7440-36-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Nichel","552,407","5,057,621",,"<2","7440-02-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Piombo","552,407","5,057,621",,"<2","7439-92-1",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Selenio","552,407","5,057,621",,"<2","7782-49-2",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Vanadio","552,407","5,057,621",,"<20","7440-62-2",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Zinco","552,407","5,057,621",,"<20","7440-66-6",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Ione Ammonio (NH4+)","552,407","5,057,621",,"<25","14798-03-9",,,"µg/l",,"microgrammi per litro","<","25","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Solfati","552,407","5,057,621",,"22","14808-79-8",,,"mg/l","SO4","milligrammi per litro",,"22","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Cloruro di Vinile","552,407","5,057,621",,"<0,25","75-01-4",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Tetracloroetilene","552,407","5,057,621",,"0,24","127-18-4",,,"µg/l",,"microgrammi per litro",,"0,24","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Nitrobenzene","552,407","5,057,621",,"<2,5","98-95-3",,,"µg/l",,"microgrammi per litro","<","2,5","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Esaclorobenzene","552,407","5,057,621",,"<0,02","118-74-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Azoto organico","552,407","5,057,621",,"<2",,,"CHM-AZO-0","mg/l",,"milligrammi per litro","<","2","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Azoto Totale","552,407","5,057,621",,"2,8","17778-88-0",,,"mg/l","N","milligrammi per litro",,"2,8","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Bicarbonati","552,407","5,057,621",,"124,96","71-52-3",,,"mg/l","HCO3","milligrammi per litro",,"124,96","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Durezza (totale)","552,407","5,057,621",,"232",,,"CASID20001","mg/l","CaCO3","milligrammi per litro",,"232","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Magnesio","552,407","5,057,621",,"12","7439-95-4",,,"mg/l",,"milligrammi per litro",,"12","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Alachlor","552,407","5,057,621",,"<0,02","15972-60-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Atrazina","552,407","5,057,621",,"<0,02","1912-24-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Metolachlor","552,407","5,057,621",,"<0,02","51218-45-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Molinate","552,407","5,057,621",,"<0,02","2212-67-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Simazina","552,407","5,057,621",,"<0,02","122-34-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Terbutilazina","552,407","5,057,621",,"<0,02","5915-41-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Terbutilazina desetil","552,407","5,057,621",,"<0,02","30125-63-4",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Benzene","552,407","5,057,621",,"<0,2","71-43-2",,,"µg/l",,"microgrammi per litro","<","0,2","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Conducibilità elettrica a 20°C","552,407","5,057,621",,"423",,"WISE 3142-01-6",,"µs/cm",,"conduttività ionica",,"423","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Ossigeno disciolto","552,407","5,057,621",,"7,22","7782-44-7",,,"mg/l","O2","milligrammi per litro",,"7,22","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Temperatura (alla fonte)","552,407","5,057,621",,"14,2",,,"CASID10160","°c",,"gradi celsius",,"14,2","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Chlorfenvinphos","552,407","5,057,621",,"<0,02","470-90-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Cianazina","552,407","5,057,621",,"<0,02","21725-46-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Clorpirifos","552,407","5,057,621",,"<0,02","2921-88-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Clorpirifos Metile","552,407","5,057,621",,"<0,02","5598-13-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Esazinone","552,407","5,057,621",,"<0,02","51235-04-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Flufenacet","552,407","5,057,621",,"<0,02","142459-58-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Metalaxyl","552,407","5,057,621",,"<0,02","57837-19-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Oxadiazon","552,407","5,057,621",,"<0,02","19666-30-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Oxadixyl","552,407","5,057,621",,"<0,02","77732-09-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Paration etile","552,407","5,057,621",,"<0,02","56-38-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Paration metile","552,407","5,057,621",,"<0,02","298-00-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Pendimetalin","552,407","5,057,621",,"<0,02","40487-42-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Pretilachlor","552,407","5,057,621",,"<0,02","51218-49-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Propazina","552,407","5,057,621",,"<0,02","139-40-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Secbutilazina","552,407","5,057,621",,"<0,02","7286-69-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","TCEP (tris-2cloroetil-fosfato)","552,407","5,057,621",,"<0,02","115-96-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Terbutrina","552,407","5,057,621",,"<0,02","886-50-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Thiobencarb","552,407","5,057,621",,"<0,02","28249-77-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BERGAMO","016024","PO0160240R0273","2019-10-28","Trifluralin","552,407","5,057,621",,"<0,02","1582-09-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"BG","BRIGNANO GERA D'ADDA","016040","PO0160400U0001","2019-05-23","Antimonio","550,962","5,043,677",,"<2","7440-36-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"BG","BRIGNANO GERA D'ADDA","016040","PO0160400U0001","2019-05-23","Nichel","550,962","5,043,677",,"<2","7440-02-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"BG","BRIGNANO GERA D'ADDA","016040","PO0160400U0001","2019-05-23","Piombo","550,962","5,043,677",,"<2","7439-92-1",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"BG","BRIGNANO GERA D'ADDA","016040","PO0160400U0001","2019-05-23","Selenio","550,962","5,043,677",,"<2","7782-49-2",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"BG","BRIGNANO GERA D'ADDA","016040","PO0160400U0001","2019-05-23","Vanadio","550,962","5,043,677",,"<20","7440-62-2",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"BG","BRIGNANO GERA D'ADDA","016040","PO0160400U0001","2019-05-23","Zinco","550,962","5,043,677",,"<20","7440-66-6",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"BG","BRIGNANO GERA D'ADDA","016040","PO0160400U0001","2019-05-23","Ione Ammonio (NH4+)","550,962","5,043,677",,"<25","14798-03-9",,,"µg/l",,"microgrammi per litro","<","25","2,019"
"BG","BRIGNANO GERA D'ADDA","016040","PO0160400U0001","2019-05-23","Cloruro di Vinile","550,962","5,043,677",,"<0,25","75-01-4",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"BG","BRIGNANO GERA D'ADDA","016040","PO0160400U0001","2019-05-23","Nitrobenzene","550,962","5,043,677",,"<2,5","98-95-3",,,"µg/l",,"microgrammi per litro","<","2,5","2,019"
"BG","BRIGNANO GERA D'ADDA","016040","PO0160400U0001","2019-05-23","Esaclorobenzene","550,962","5,043,677",,"<0,02","118-74-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
